,ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,Month-Year,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,YEAR,MONTH
712,10229,26,100.0,4,"$3,765.32",2004-03-11,Shipped,1,3-2004,Trucks and Buses,$122.00,S18_2319,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium,2004,3
713,10246,22,98.18,8,"$2,159.96",2004-05-05,Shipped,2,5-2004,Trucks and Buses,$122.00,S18_2319,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,2004,5
714,10259,34,99.41,7,"$3,379.94",2004-06-15,Shipped,2,6-2004,Trucks and Buses,$122.00,S18_2319,Handji Gifts& Co,00652241555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Medium,2004,6
715,10271,50,100.0,8,"$5,093.50",2004-07-20,Shipped,3,7-2004,Trucks and Buses,$122.00,S18_2319,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium,2004,7
716,10281,48,100.0,4,"$5,773.44",2004-08-19,Shipped,3,8-2004,Trucks and Buses,$122.00,S18_2319,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,,Yu,Kyung,Medium,2004,8
717,10292,41,100.0,11,"$4,528.86",2004-09-08,Shipped,3,9-2004,Trucks and Buses,$122.00,S18_2319,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,,Yu,Kwai,Medium,2004,9
718,10305,36,100.0,8,"$4,816.08",2004-10-13,Shipped,4,10-2004,Trucks and Buses,$122.00,S18_2319,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,,Hernandez,Marta,Medium,2004,10
719,10313,29,100.0,2,"$3,416.78",2004-10-22,Shipped,4,10-2004,Trucks and Buses,$122.00,S18_2319,Canadian Gift Exchange Network,6045553392,1900 Oak St.,,Vancouver,BC,V3F 2K1,Canada,,Tannamuri,Yoshi,Medium,2004,10
720,10324,33,37.48,10,"$1,236.84",2004-11-05,Shipped,4,11-2004,Trucks and Buses,$122.00,S18_2319,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,,Frick,Michael,Small,2004,11
721,10334,46,100.0,6,"$5,814.86",2004-11-19,On Hold,4,11-2004,Trucks and Buses,$122.00,S18_2319,"Volvo Model Replicas, Co",0921123555,Berguvsvgen  8,,Lule,,S-958 22,Sweden,EMEA,Berglund,Christina,Medium,2004,11
722,10349,38,100.0,7,"$5,223.48",2004-12-01,Shipped,4,12-2004,Trucks and Buses,$122.00,S18_2319,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,,Young,Jeff,Medium,2004,12
723,10358,20,36.42,11,$728.40,2004-12-10,Shipped,4,12-2004,Trucks and Buses,$122.00,S18_2319,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,2004,12
724,10370,22,100.0,5,"$3,949.00",2005-01-20,Shipped,1,1-2005,Trucks and Buses,$122.00,S18_2319,"Anna's Decorations, Ltd",0299368555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium,2005,1
725,10383,27,100.0,11,"$3,843.99",2005-02-22,Shipped,1,2-2005,Trucks and Buses,$122.00,S18_2319,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,2005,2
726,10412,56,98.18,8,"$5,498.08",2005-05-03,Shipped,2,5-2005,Trucks and Buses,$122.00,S18_2319,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,2005,5
727,10425,38,99.41,7,"$3,777.58",2005-05-31,In Process,2,5-2005,Trucks and Buses,$122.00,S18_2319,La Rochelle Gifts,40678555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Medium,2005,5
728,10101,25,100.0,4,"$3,782.00",2003-01-09,Shipped,1,1-2003,Vintage Cars,$127.00,S18_2325,"Blauer See Auto, Co.",00496966902555,Lyonerstr. 34,,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Medium,2003,1
729,10110,33,100.0,4,"$3,859.68",2003-03-18,Shipped,1,3-2003,Vintage Cars,$127.00,S18_2325,"AV Stores, Co.",1715551555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium,2003,3
730,10124,42,100.0,3,"$4,431.84",2003-05-21,Shipped,2,5-2003,Vintage Cars,$127.00,S18_2325,Signal Gift Stores,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,,King,Sue,Medium,2003,5
731,10149,33,100.0,8,"$4,950.33",2003-09-12,Shipped,3,9-2003,Vintage Cars,$127.00,S18_2325,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,,Brisbane,CA,94217,USA,,Taylor,Sue,Medium,2003,9
732,10162,38,100.0,6,"$4,299.70",2003-10-18,Shipped,4,10-2003,Vintage Cars,$127.00,S18_2325,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,,Brown,Julie,Medium,2003,10
733,10173,31,100.0,10,"$4,492.83",2003-11-05,Shipped,4,11-2003,Vintage Cars,$127.00,S18_2325,Rovelli Gifts,035640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Medium,2003,11
734,10182,20,100.0,7,"$2,212.00",2003-11-12,Shipped,4,11-2003,Vintage Cars,$127.00,S18_2325,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Small,2003,11
735,10193,44,100.0,11,"$4,642.88",2003-11-21,Shipped,4,11-2003,Vintage Cars,$127.00,S18_2325,"Australian Collectables, Ltd",61938446555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Medium,2003,11
736,10204,26,100.0,1,"$3,206.32",2003-12-02,Shipped,4,12-2003,Vintage Cars,$127.00,S18_2325,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,,Young,Jeff,Medium,2003,12
737,10214,27,100.0,4,"$3,604.23",2004-01-26,Shipped,1,1-2004,Vintage Cars,$127.00,S18_2325,"Corrida Auto Replicas, Ltd",915552282,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Medium,2004,1
738,10227,46,100.0,7,"$7,017.76",2004-03-02,Shipped,1,3-2004,Vintage Cars,$127.00,S18_2325,"Saveley & Henriot, Co.",78325555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Large,2004,3
739,10243,47,100.0,2,"$6,154.18",2004-04-26,Shipped,2,4-2004,Vintage Cars,$127.00,S18_2325,Diecast Collectables,6175552555,6251 Ingle Ln.,,Boston,MA,51003,USA,,Franco,Valarie,Medium,2004,4
740,10280,37,100.0,13,"$4,750.80",2004-08-17,Shipped,3,8-2004,Vintage Cars,$127.00,S18_2325,Amica Models & Co.,0114988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo,Medium,2004,8
741,10288,31,100.0,2,"$3,822.92",2004-09-01,Shipped,3,9-2004,Vintage Cars,$127.00,S18_2325,Handji Gifts& Co,00652241555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Medium,2004,9
742,10304,24,100.0,17,"$2,440.80",2004-10-11,Shipped,4,10-2004,Vintage Cars,$127.00,S18_2325,Auto Assoc. & Cie.,30598555,"67, avenue de l'Europe",,Versailles,,78000,France,EMEA,Tonini,Daniel,Small,2004,10
743,10312,31,100.0,14,"$4,729.36",2004-10-21,Shipped,4,10-2004,Vintage Cars,$127.00,S18_2325,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium,2004,10
744,10322,50,100.0,6,"$12,536.50",2004-11-04,Shipped,4,11-2004,Vintage Cars,$127.00,S18_2325,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,,Young,Valarie,Large,2004,11
745,10332,35,64.69,8,"$2,264.15",2004-11-17,Shipped,4,11-2004,Vintage Cars,$127.00,S18_2325,"AV Stores, Co.",1715551555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small,2004,11
746,10344,30,100.0,3,"$3,928.20",2004-11-25,Shipped,4,11-2004,Vintage Cars,$127.00,S18_2325,Marseille Mini Autos,91244555,"12, rue des Bouchers",,Marseille,,13008,France,EMEA,Lebihan,Laurence,Medium,2004,11
747,10356,29,100.0,3,"$3,630.22",2004-12-09,Shipped,4,12-2004,Vintage Cars,$127.00,S18_2325,Lyon Souveniers,0033146627555,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA,Da Cunha,Daniel,Medium,2004,12
748,10367,27,100.0,5,"$4,196.07",2005-01-12,Resolved,1,1-2005,Vintage Cars,$127.00,S18_2325,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,,Young,Julie,Medium,2005,1
749,10380,40,100.0,10,"$4,931.60",2005-02-16,Shipped,1,2-2005,Vintage Cars,$127.00,S18_2325,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,2005,2
750,10390,31,98.99,16,"$3,068.69",2005-03-04,Shipped,1,3-2005,Vintage Cars,$127.00,S18_2325,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium,2005,3
751,10409,6,100.0,2,$785.64,2005-04-23,Shipped,2,4-2005,Vintage Cars,$127.00,S18_2325,Handji Gifts& Co,00652241555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Small,2005,4
752,10420,45,100.0,2,"$4,977.00",2005-05-29,In Process,2,5-2005,Vintage Cars,$127.00,S18_2325,Souveniers And Things Co.,0061294958555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium,2005,5
753,10103,22,54.09,2,"$1,189.98",2003-01-29,Shipped,1,1-2003,Trucks and Buses,$60.00,S18_2432,Baane Mini Imports,07989555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Small,2003,1
754,10114,45,68.67,6,"$3,090.15",2003-04-01,Shipped,2,4-2003,Trucks and Buses,$60.00,S18_2432,"La Corne D'abondance, Co.",142342555,"265, boulevard Charonne",,Paris,,75012,France,EMEA,Bertrand,Marie,Medium,2003,4
755,10126,43,65.02,2,"$2,795.86",2003-05-28,Shipped,2,5-2003,Trucks and Buses,$60.00,S18_2432,"Corrida Auto Replicas, Ltd",915552282,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Small,2003,5
756,10140,46,61.99,2,"$2,851.54",2003-07-24,Shipped,3,7-2003,Trucks and Buses,$60.00,S18_2432,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,,Hirano,Juri,Small,2003,7
757,10151,39,69.28,9,"$2,701.92",2003-09-21,Shipped,3,9-2003,Trucks and Buses,$60.00,S18_2432,"Oulu Toy Supplies, Inc.",981443655,Torikatu 38,,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,Small,2003,9
758,10165,31,71.1,18,"$2,204.10",2003-10-22,Shipped,4,10-2003,Trucks and Buses,$60.00,S18_2432,"Dragon Souveniers, Ltd.",00652217555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Small,2003,10
759,10175,41,69.28,7,"$2,840.48",2003-11-06,Shipped,4,11-2003,Trucks and Buses,$60.00,S18_2432,"Stylish Desk Decors, Co.",1715550297,35 King George,,London,,WX3 6FW,UK,EMEA,Brown,Ann,Small,2003,11
760,10184,44,60.16,12,"$2,647.04",2003-11-14,Shipped,4,11-2003,Trucks and Buses,$60.00,S18_2432,"Iberia Gift Imports, Corp.",955558282,"C/ Romero, 33",,Sevilla,,41101,Spain,EMEA,Roel,Jose Pedro,Small,2003,11
761,10194,45,70.49,2,"$3,172.05",2003-11-25,Shipped,4,11-2003,Trucks and Buses,$60.00,S18_2432,"Saveley & Henriot, Co.",78325555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Medium,2003,11
762,10207,37,69.89,13,"$2,585.93",2003-12-09,Shipped,4,12-2003,Trucks and Buses,$60.00,S18_2432,Diecast Collectables,6175552555,6251 Ingle Ln.,,Boston,MA,51003,USA,,Franco,Valarie,Small,2003,12
763,10217,35,61.38,2,"$2,148.30",2004-02-04,Shipped,1,2-2004,Trucks and Buses,$60.00,S18_2432,Handji Gifts& Co,00652241555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Small,2004,2
764,10229,28,59.55,7,"$1,667.40",2004-03-11,Shipped,1,3-2004,Trucks and Buses,$60.00,S18_2432,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Small,2004,3
765,10246,30,61.99,11,"$1,859.70",2004-05-05,Shipped,2,5-2004,Trucks and Buses,$60.00,S18_2432,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,2004,5
766,10259,30,49.22,10,"$1,476.60",2004-06-15,Shipped,2,6-2004,Trucks and Buses,$60.00,S18_2432,Handji Gifts& Co,00652241555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Small,2004,6
767,10271,25,69.28,11,"$1,732.00",2004-07-20,Shipped,3,7-2004,Trucks and Buses,$60.00,S18_2432,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Small,2004,7
768,10281,29,57.73,7,"$1,674.17",2004-08-19,Shipped,3,8-2004,Trucks and Buses,$60.00,S18_2432,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,,Yu,Kyung,Small,2004,8
769,10291,26,57.73,2,"$1,500.98",2004-09-08,Shipped,3,9-2004,Trucks and Buses,$60.00,S18_2432,Scandinavian Gift Ideas,0695346555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Small,2004,9
770,10305,41,53.48,11,"$2,192.68",2004-10-13,Shipped,4,10-2004,Trucks and Buses,$60.00,S18_2432,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,,Hernandez,Marta,Small,2004,10
771,10313,34,52.87,5,"$1,797.58",2004-10-22,Shipped,4,10-2004,Trucks and Buses,$60.00,S18_2432,Canadian Gift Exchange Network,6045553392,1900 Oak St.,,Vancouver,BC,V3F 2K1,Canada,,Tannamuri,Yoshi,Small,2004,10
772,10322,35,61.21,11,"$2,142.35",2004-11-04,Shipped,4,11-2004,Trucks and Buses,$60.00,S18_2432,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,,Young,Valarie,Small,2004,11
773,10334,34,61.38,1,"$2,086.92",2004-11-19,On Hold,4,11-2004,Trucks and Buses,$60.00,S18_2432,"Volvo Model Replicas, Co",0921123555,Berguvsvgen  8,,Lule,,S-958 22,Sweden,EMEA,Berglund,Christina,Small,2004,11
774,10347,50,100.0,8,"$6,834.50",2004-11-29,Shipped,4,11-2004,Trucks and Buses,$60.00,S18_2432,"Australian Collectors, Co.",0395204555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium,2004,11
775,10357,41,61.99,7,"$2,541.59",2004-12-10,Shipped,4,12-2004,Trucks and Buses,$60.00,S18_2432,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Small,2004,12
776,10370,22,96.86,7,"$2,130.92",2005-01-20,Shipped,1,1-2005,Trucks and Buses,$60.00,S18_2432,"Anna's Decorations, Ltd",0299368555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small,2005,1
777,10381,35,48.62,7,"$1,701.70",2005-02-17,Shipped,1,2-2005,Trucks and Buses,$60.00,S18_2432,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,,Brown,Julie,Small,2005,2
778,10391,44,38.5,5,"$1,694.00",2005-03-09,Shipped,1,3-2005,Trucks and Buses,$60.00,S18_2432,"Anna's Decorations, Ltd",0299368555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small,2005,3
779,10412,47,61.99,11,"$2,913.53",2005-05-03,Shipped,2,5-2005,Trucks and Buses,$60.00,S18_2432,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,2005,5
780,10425,19,49.22,10,$935.18,2005-05-31,In Process,2,5-2005,Trucks and Buses,$60.00,S18_2432,La Rochelle Gifts,40678555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Small,2005,5
781,10106,34,90.39,2,"$3,073.26",2003-02-17,Shipped,1,2-2003,Planes,$84.00,S18_2581,Rovelli Gifts,035640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Medium,2003,2
782,10120,29,71.81,8,"$2,082.49",2003-04-29,Shipped,2,4-2003,Planes,$84.00,S18_2581,"Australian Collectors, Co.",0395204555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small,2003,4
783,10133,49,69.27,3,"$3,394.23",2003-06-27,Shipped,2,6-2003,Planes,$84.00,S18_2581,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,2003,6
784,10145,30,85.32,14,"$2,559.60",2003-08-25,Shipped,3,8-2003,Planes,$84.00,S18_2581,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,,Young,Julie,Small,2003,8
785,10168,21,70.96,9,"$1,490.16",2003-10-28,Shipped,4,10-2003,Planes,$84.00,S18_2581,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,,Hirano,Juri,Small,2003,10
786,10210,50,76.88,7,"$3,844.00",2004-01-12,Shipped,1,1-2004,Planes,$84.00,S18_2581,Osaka Souveniers Co.,00810663425555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Medium,2004,1
787,10223,47,100.0,9,"$4,724.91",2004-02-20,Shipped,1,2-2004,Planes,$84.00,S18_2581,"Australian Collectors, Co.",0395204555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium,2004,2
788,10235,24,76.03,3,"$1,824.72",2004-04-02,Shipped,2,4-2004,Planes,$84.00,S18_2581,"Royal Canadian Collectables, Ltd.",6045554555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,,Lincoln,Elizabeth,Small,2004,4
789,10250,27,98.84,4,"$2,668.68",2004-05-11,Shipped,2,5-2004,Planes,$84.00,S18_2581,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,,Frick,Sue,Small,2004,5
790,10263,33,86.17,10,"$2,843.61",2004-06-28,Shipped,2,6-2004,Planes,$84.00,S18_2581,Gift Depot Inc.,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,,King,Julie,Small,2004,6
791,10275,35,90.39,9,"$3,163.65",2004-07-23,Shipped,3,7-2004,Planes,$84.00,S18_2581,La Rochelle Gifts,40678555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Medium,2004,7
792,10284,31,71.81,1,"$2,226.11",2004-08-21,Shipped,3,8-2004,Planes,$84.00,S18_2581,"Norway Gifts By Mail, Co.",004722121555,"Drammensveien 126 A, PB 744 Sentrum",,Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan,Small,2004,8
793,10297,25,82.79,4,"$2,069.75",2004-09-16,Shipped,3,9-2004,Planes,$84.00,S18_2581,"Clover Collections, Co.",0035318621555,25 Maiden Lane,Floor No. 4,Dublin,,2,Ireland,EMEA,Cassidy,Dean,Small,2004,9
794,10308,27,82.79,7,"$2,235.33",2004-10-15,Shipped,4,10-2004,Planes,$84.00,S18_2581,Mini Classics,9145554562,3758 North Pendale Street,,White Plains,NY,24067,USA,,Frick,Steve,Small,2004,10
795,10318,31,100.0,9,"$3,116.43",2004-11-02,Shipped,4,11-2004,Planes,$84.00,S18_2581,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,,Yu,Kyung,Medium,2004,11
796,10327,45,100.0,8,"$4,781.70",2004-11-10,Resolved,4,11-2004,Planes,$84.00,S18_2581,Danish Wholesale Imports,31123555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Medium,2004,11
797,10339,27,100.0,2,"$2,810.70",2004-11-23,Shipped,4,11-2004,Planes,$84.00,S18_2581,"Tokyo Collectables, Ltd",0081335840555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Small,2004,11
798,10353,27,100.0,1,"$3,515.67",2004-12-04,Shipped,4,12-2004,Planes,$84.00,S18_2581,Gift Ideas Corp.,2035554407,2440 Pompton St.,,Glendale,CT,97561,USA,,Lewis,Dan,Medium,2004,12
799,10374,42,69.27,2,"$2,909.34",2005-02-02,Shipped,1,2-2005,Planes,$84.00,S18_2581,"Australian Gift Network, Co",61738446555,31 Duncan St. West End,,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Small,2005,2
800,10386,21,74.77,18,"$1,570.17",2005-03-01,Resolved,1,3-2005,Planes,$84.00,S18_2581,Euro Shopping Channel,915559444,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,2005,3
801,10398,34,76.88,15,"$2,613.92",2005-03-30,Shipped,1,3-2005,Planes,$84.00,S18_2581,Reims Collectables,26471555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Small,2005,3
802,10401,42,76.03,3,"$3,193.26",2005-04-03,On Hold,2,4-2005,Planes,$84.00,S18_2581,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,,Newark,NJ,94019,USA,,Brown,William,Medium,2005,4
803,10416,15,98.84,4,"$1,482.60",2005-05-10,Shipped,2,5-2005,Planes,$84.00,S18_2581,L'ordine Souveniers,0522556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Small,2005,5
804,10107,29,70.87,6,"$2,055.23",2003-02-24,Shipped,1,2-2003,Motorcycles,$60.00,S18_2625,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,,Yu,Kwai,Small,2003,2
805,10120,46,58.15,4,"$2,674.90",2003-04-29,Shipped,2,4-2003,Motorcycles,$60.00,S18_2625,"Australian Collectors, Co.",0395204555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small,2003,4
806,10134,30,61.78,6,"$1,853.40",2003-07-01,Shipped,3,7-2003,Motorcycles,$60.00,S18_2625,Lyon Souveniers,0033146627555,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA,Da Cunha,Daniel,Small,2003,7
807,10145,30,49.67,10,"$1,490.10",2003-08-25,Shipped,3,8-2003,Motorcycles,$60.00,S18_2625,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,,Young,Julie,Small,2003,8
808,10159,42,51.48,18,"$2,162.16",2003-10-10,Shipped,4,10-2003,Motorcycles,$60.00,S18_2625,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,,Brown,Julie,Small,2003,10
809,10168,46,61.18,5,"$2,814.28",2003-10-28,Shipped,4,10-2003,Motorcycles,$60.00,S18_2625,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,,Hirano,Juri,Small,2003,10
810,10180,25,64.2,13,"$1,605.00",2003-11-11,Shipped,4,11-2003,Motorcycles,$60.00,S18_2625,Daedalus Designs Imports,20161555,"184, chausse de Tournai",,Lille,,59000,France,EMEA,Rance,Martine,Small,2003,11
811,10188,32,65.42,5,"$2,093.44",2003-11-18,Shipped,4,11-2003,Motorcycles,$60.00,S18_2625,Herkku Gifts,004722673215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Small,2003,11
812,10201,30,64.81,6,"$1,944.30",2003-12-01,Shipped,4,12-2003,Motorcycles,$60.00,S18_2625,Mini Wheels Co.,6505555787,5557 North Pendale Street,,San Francisco,CA,,USA,,Murphy,Julie,Small,2003,12
813,10210,40,49.67,3,"$1,986.80",2004-01-12,Shipped,1,1-2004,Motorcycles,$60.00,S18_2625,Osaka Souveniers Co.,00810663425555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Small,2004,1
814,10223,28,60.57,5,"$1,695.96",2004-02-20,Shipped,1,2-2004,Motorcycles,$60.00,S18_2625,"Australian Collectors, Co.",0395204555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small,2004,2
815,10236,23,55.72,2,"$1,281.56",2004-04-03,Shipped,2,4-2004,Motorcycles,$60.00,S18_2625,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,USA,,Hernandez,Rosa,Small,2004,4
816,10251,29,61.18,6,"$1,774.22",2004-05-18,Shipped,2,5-2004,Motorcycles,$60.00,S18_2625,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,,Newark,NJ,94019,USA,,Brown,William,Small,2004,5
817,10263,34,58.75,6,"$1,997.50",2004-06-28,Shipped,2,6-2004,Motorcycles,$60.00,S18_2625,Gift Depot Inc.,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,,King,Julie,Small,2004,6
818,10275,37,63.6,5,"$2,353.20",2004-07-23,Shipped,3,7-2004,Motorcycles,$60.00,S18_2625,La Rochelle Gifts,40678555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Small,2004,7
819,10285,20,49.06,10,$981.20,2004-08-27,Shipped,3,8-2004,Motorcycles,$60.00,S18_2625,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,,Hernandez,Marta,Small,2004,8
820,10298,32,48.46,2,"$1,550.72",2004-09-27,Shipped,3,9-2004,Motorcycles,$60.00,S18_2625,Atelier graphique,40322555,"54, rue Royale",,Nantes,,44000,France,EMEA,Schmitt,Carine,Small,2004,9
